pk,jsondata,id,name,description,markup_description,parameter_pk,number,abbr,version
669,"{""icon"": ""c990099""}",144Y-1,ONegVS,ONegVS,,145,1,,1
670,"{""icon"": ""c0000dd""}",144Y-2,OVNegS,OVNegS,,145,2,,1
671,"{""icon"": ""d66ff33""}",144Y-3,OSVNeg,OSVNeg,,145,3,,1
672,"{""icon"": ""t0000dd""}",144Y-4,O[V-Neg]S,O[V-Neg]S,,145,4,,1
673,"{""icon"": ""d99ffff""}",144Y-5,OS(Neg)[V(-Neg)],OS(Neg)[V(-Neg)],,145,5,,1
674,"{""icon"": ""cff66ff""}",144Y-6,O[Neg-V-Neg]S,O[Neg-V-Neg]S,,145,6,,1
675,"{""icon"": ""f0000dd""}",144Y-7,OVNegS/SOVNeg,OVNegS/SOVNeg,,145,7,,1
676,"{""icon"": ""fdd0000""}",144Y-8,NegOVS/NegSOV,NegOVS/NegSOV,,145,8,,1
677,"{""icon"": ""s0000dd""}",144Y-9,O[V-Neg]S/SO[V-Neg],O[V-Neg]S/SO[V-Neg],,145,9,,1
678,"{""icon"": ""f990099""}",144Y-10,O[Neg-V]S/NegSVO,O[Neg-V]S/NegSVO,,145,10,,1
679,"{""icon"": ""ccccccc""}",144Y-11,OVS & NegV,OVS & NegV,,145,11,,1
680,"{""icon"": ""cdd0000""}",90C-1,Noun-Relative clause (NRel) dominant,Noun-Relative clause (NRel) dominant,,146,1,,1
681,"{""icon"": ""c0000dd""}",90C-2,NRel or RelN,NRel or RelN,,146,2,,1
682,"{""icon"": ""c990099""}",90C-3,NRel or internally-headed,NRel or internally-headed,,146,3,,1
683,"{""icon"": ""cffff00""}",90C-4,NRel or correlative,NRel or correlative,,146,4,,1
684,"{""icon"": ""cdd0000""}",144P-1,NoDoubleNeg,"Separate word, no double negation",,147,1,,1
685,"{""icon"": ""c0000dd""}",144P-2,OptDoubleNeg,"Separate word, optional double negation, with NegSOV possible without a second negative",,147,2,,1
686,"{""icon"": ""c66ff33""}",144P-3,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,147,3,,1
687,"{""icon"": ""cffffff""}",144P-4,No NegSOV,SOV but NegSOV does not occur,,147,4,,1
688,"{""icon"": ""cdd0000""}",144J-1,Word&NoDoubleNeg,"Separate word, no double negation",,148,1,,1
689,"{""icon"": ""cffff00""}",144J-2,Suffix&NoDoubleNeg,"Suffix, no double negation",,148,2,,1
690,"{""icon"": ""c0000dd""}",144J-3,Word&OptDoubleNeg,"Separate word, optional double negation, with SVNegO possible without a second negative",,148,3,,1
691,"{""icon"": ""c99ffff""}",144J-4,Suffix&OptDoubleNeg,"Suffix, optional double negation, with SVNegO possible without a second negative",,148,4,,1
692,"{""icon"": ""c66ff33""}",144J-5,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,148,5,,1
693,"{""icon"": ""cff66ff""}",144J-6,Suffix&OnlyWithAnotherNeg,"Suffix, only occurs with another negative morpheme",,148,6,,1
695,"{""icon"": ""c99ffff""}",144N-1,SONegVNeg,SONegVNeg,,149,1,,1
696,"{""icon"": ""cff6600""}",144N-2,SVO but NegSNegOV,NegSNegOV but SVO in affirmative clauses,,149,2,,1
660,"{""icon"": ""cdd0000""}",143F-1,VNeg,Postverbal negative word,,143,1,,2
694,"{""icon"": ""cffffff""}",144J-7,No SVNegO,"SVO, but SVNegO does not occur",,148,7,,2
699,"{""icon"": ""c66ff33""}",144N-5,SO[Neg-V]Neg,SO[Neg-V]Neg,,149,5,,1
700,"{""icon"": ""c009900""}",144N-6,SO[Neg-V-Neg],SO[Neg-V-Neg],,149,6,,1
702,"{""icon"": ""c9999ff""}",144N-8,SONegVNeg/SONeg[V-Neg],SONegVNeg/SONeg[V-Neg],,149,8,,1
703,"{""icon"": ""cffffcc""}",144N-9,SVO but SONeg[V-Neg]/SO[Neg-V-Neg],SONeg[V-Neg]/SO[Neg-V-Neg] but SVO in affirmative clauses,,149,9,,1
704,"{""icon"": ""cff66ff""}",144N-10,SNegO[V-Neg]/SONeg[V-Neg],SNegO[V-Neg]/SONeg[V-Neg],,149,10,,1
705,"{""icon"": ""caa0000""}",144N-11,SO[V-Neg]Neg & OptNegPref/Infix,SO[V-Neg]Neg with optional negative prefix or infix,,149,11,,1
706,"{""icon"": ""cffcc00""}",144N-12,SNegOVNeg/SNegVONeg,SNegOVNeg/SNegVONeg,,149,12,,1
707,"{""icon"": ""ccccccc""}",144N-13,SNegOVNeg/SVONeg&NegTone,SNegOVNeg or SVONeg with negative tone on verb,,149,13,,1
708,"{""icon"": ""t99ffff""}",144N-14,SOV & NegVNeg,SOV & NegVNeg,,149,14,,1
709,"{""icon"": ""t0000dd""}",144N-15,SOV & Neg[V-Neg],SOV & Neg[V-Neg],,149,15,,1
710,"{""icon"": ""tffff00""}",144N-16,SOV & Neg[Neg-V],SOV & Neg[Neg-V],,149,16,,1
711,"{""icon"": ""f0000dd""}",144N-17,SV & OV & Neg[V-Neg],SV & OV & Neg[V-Neg],,149,17,,1
712,"{""icon"": ""f009900""}",144N-18,SV & OV & [Neg-V-Neg],SV & OV & [Neg-V-Neg],,149,18,,1
713,"{""icon"": ""cdd0000""}",144S-1,Word&NoDoubleNeg,"Separate word, no double negation",,150,1,,1
714,"{""icon"": ""cffff00""}",144S-2,Suffix&NoDoubleNeg,"Suffix, no double negation",,150,2,,1
715,"{""icon"": ""c0000dd""}",144S-3,Word&OptDoubleNeg,"Separate word, optional double negation, with SONegV possible without a second negative",,150,3,,1
716,"{""icon"": ""c99ffff""}",144S-4,Suffix&OptDoubleNeg,"Suffix, optional double negation, with SONegV possible without a second negative",,150,4,,1
717,"{""icon"": ""c66ff33""}",144S-5,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,150,5,,1
718,"{""icon"": ""cff66ff""}",144S-6,Suffix&OnlyWithAnotherNeg,"Suffix, only occurs with another negative morpheme",,150,6,,1
719,"{""icon"": ""cff6600""}",144S-7,Type 1 / Type 2,Type 1 / Type 2,,150,7,,1
720,"{""icon"": ""c990099""}",144S-8,Type 1 / Type 6,Type 1 / Type 6,,150,8,,1
721,"{""icon"": ""c9999ff""}",144S-9,Type 5 / Type 4,Type 5 / Type 4,,150,9,,1
722,"{""icon"": ""c009900""}",144S-10,Type 5 / Type 6,Type 5 / Type 6,,150,10,,1
723,"{""icon"": ""cffffff""}",144S-11,NoSOVNeg,"SOV, but SOVNeg does not occur",,150,11,,1
724,"{""icon"": ""cdd0000""}",144X-1,NoDoubleNeg,"Separate word, no double negation",,151,1,,1
725,"{""icon"": ""c0000dd""}",144X-2,OptDoubleNeg,"Separate word, optional double negation, with clause-final negative word possible without a second negative",,151,2,,1
726,"{""icon"": ""c66ff33""}",144X-3,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,151,3,,1
727,"{""icon"": ""cffffff""}",144X-4,No clause-final neg,Verb-initial but clause-final negative does not occur,,151,4,,1
728,"{""icon"": ""cdd0000""}",144A-1,NegSVO,NegSVO,,152,1,,1
729,"{""icon"": ""c990099""}",144A-2,SNegVO,SNegVO,,152,2,,1
730,"{""icon"": ""c0000dd""}",144A-3,SVNegO,SVNegO,,152,3,,1
732,"{""icon"": ""sdd0000""}",144A-5,NegSOV,NegSOV,,152,5,,1
733,"{""icon"": ""s990099""}",144A-6,SNegOV,SNegOV,,152,6,,1
734,"{""icon"": ""s0000dd""}",144A-7,SONegV,SONegV,,152,7,,1
735,"{""icon"": ""s66ff33""}",144A-8,SOVNeg,SOVNeg,,152,8,,1
736,"{""icon"": ""tdd0000""}",144A-9,NegVSO,NegVSO,,152,9,,1
737,"{""icon"": ""t0000dd""}",144A-10,VSNegO,VSNegO,,152,10,,1
738,"{""icon"": ""t66ff33""}",144A-11,VSONeg,VSONeg,,152,11,,1
739,"{""icon"": ""fdd0000""}",144A-12,NegVOS,NegVOS,,152,12,,1
740,"{""icon"": ""d990099""}",144A-13,ONegVS,ONegVS,,152,13,,1
741,"{""icon"": ""d0000dd""}",144A-14,OVNegS,OVNegS,,152,14,,1
742,"{""icon"": ""d66ff33""}",144A-15,OSVNeg,OSVNeg,,152,15,,1
743,"{""icon"": ""ccccccc""}",144A-16,More than one position,"More than one position for negative morpheme, with none dominant",,152,16,,1
744,"{""icon"": ""cffffcc""}",144A-17,OptSingleNeg,Optional single negation,,152,17,,1
745,"{""icon"": ""cff6600""}",144A-18,ObligDoubleNeg,Obligatory double negation,,152,18,,1
746,"{""icon"": ""cffff00""}",144A-19,OptDoubleNeg,Optional double negation,,152,19,,1
747,"{""icon"": ""caa0000""}",144A-20,MorphNeg,Morphological negation only (but not double negation),,152,20,,1
748,"{""icon"": ""c000000""}",144A-21,Other,Other languages,,152,21,,1
749,"{""icon"": ""caa0000""}",90G-1,Double-headed dominant,Double-headed dominant,,153,1,,1
750,"{""icon"": ""c0000dd""}",90G-2,Double-headed or RelN,Double-headed or RelN,,153,2,,1
751,"{""icon"": ""c990099""}",90G-3,Double-headed or internally-headed,Double-headed or internally-headed,,153,3,,1
752,"{""icon"": ""t66ff33""}",90G-4,Double-headed as nondominant type,Double-headed as nondominant type,,153,4,,1
753,"{""icon"": ""cffff00""}",90E-1,Correlative relative clause dominant,Correlative relative clause dominant,,154,1,,1
754,"{""icon"": ""c0000dd""}",90E-2,Correlative or RelN,Correlative or RelN,,154,2,,1
755,"{""icon"": ""cdd0000""}",90E-3,Correlative or NRel,Correlative or NRel,,154,3,,1
756,"{""icon"": ""c990099""}",90E-4,Correlative or internally-headed,Correlative or internally-headed,,154,4,,1
757,"{""icon"": ""cff6600""}",90E-5,Correlative or adjoined,Correlative or adjoined,,154,5,,1
758,"{""icon"": ""t66ff33""}",90E-6,Correlative as nondominant type,Correlative as nondominant type,,154,6,,1
759,"{""icon"": ""tffffcc""}",90E-7,Correlative exists,Correlative exists,,154,7,,1
762,"{""icon"": ""c0000dd""}",144V-3,Word&Opt,"Separate word, optional single or double negation, with preverbal negative word possible without a second negative",,155,3,,1
763,"{""icon"": ""c99ffff""}",144V-4,Prefix&OptDoubleNeg,"Prefix, optional double negation, with negative prefix possible without a second negative",,155,4,,1
764,"{""icon"": ""c66ff33""}",144V-5,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,155,5,,1
765,"{""icon"": ""cff66ff""}",144V-6,Prefix&OnlyWithAnotherNeg,"Prefix, only occurs with another negative morpheme",,155,6,,1
766,"{""icon"": ""cff6600""}",144V-7,Type 1 / Type 2,Type 1 / Type 2,,155,7,,1
767,"{""icon"": ""c990099""}",144V-8,Type 3 / Type 6,Type 3 / Type 6,,155,8,,1
768,"{""icon"": ""cffffff""}",144V-9,No preverbal neg,Verb-initial but preverbal negative does not occur,,155,9,,1
769,"{""icon"": ""cdd0000""}",144I-1,Word&NoDoubleNeg,"Separate word, no double negation",,156,1,,1
770,"{""icon"": ""cffff00""}",144I-2,Prefix&NoDoubleNeg,"Prefix, no double negation",,156,2,,1
771,"{""icon"": ""c0000dd""}",144I-3,Word&OptDoubleNeg,"Separate word, optional double negation, with SNegVO possible without a second negative",,156,3,,1
772,"{""icon"": ""c99ffff""}",144I-4,Prefix&OptDoubleNeg,"Prefix, optional double negation, with SNegVO possible without a second negative",,156,4,,1
773,"{""icon"": ""c66ff33""}",144I-5,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,156,5,,1
774,"{""icon"": ""cff66ff""}",144I-6,Prefix&OnlyWithAnotherNeg,"Prefix, only occurs with another negative morpheme",,156,6,,1
775,"{""icon"": ""cff6600""}",144I-7,Type 1 / Type 2,Type 1 / Type 2,,156,7,,1
777,"{""icon"": ""cdd0000""}",144R-1,Word&NoDoubleNeg,"Separate word, no double negation",,157,1,,1
778,"{""icon"": ""cffff00""}",144R-2,Prefix&NoDoubleNeg,"Prefix, no double negation",,157,2,,1
779,"{""icon"": ""c0000dd""}",144R-3,Word&OptDoubleNeg,"Separate word, optional double negation, with SONegV possible without a second negative",,157,3,,1
780,"{""icon"": ""c99ffff""}",144R-4,Prefix&OptDoubleNeg,"Prefix, optional double negation, with SONegV possible without a second negative",,157,4,,1
781,"{""icon"": ""c66ff33""}",144R-5,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,157,5,,1
782,"{""icon"": ""cff66ff""}",144R-6,Prefix&OnlyWithAnotherNeg,"Prefix, only occurs with another negative morpheme",,157,6,,1
783,"{""icon"": ""cff6600""}",144R-7,Type 1 / Type 2,Type 1 / Type 2,,157,7,,1
784,"{""icon"": ""cffffff""}",144R-8,No SONegV,"SOV, but SONegV does not occur",,157,8,,1
785,"{""icon"": ""cdd0000""}",143B-1,NegVNeg,NegVNeg,,158,1,,1
786,"{""icon"": ""tdd0000""}",143B-2,Neg[V-Neg],Neg[V-Neg],,158,2,,1
787,"{""icon"": ""c0000dd""}",143B-3,[Neg-V]Neg,[Neg-V]Neg,,158,3,,1
788,"{""icon"": ""t0000dd""}",143B-4,[Neg-V-Neg],[Neg-V-Neg],,158,4,,1
789,"{""icon"": ""d000000""}",143B-5,Negative tone & VNeg,Negative tone & VNeg,,158,5,,1
790,"{""icon"": ""f000000""}",143B-6,Negative tone & [Neg-V],Negative tone & [Neg-V],,158,6,,1
791,"{""icon"": ""c66ff33""}",143B-7,NegNegV,NegNegV,,158,7,,1
792,"{""icon"": ""t66ff33""}",143B-8,Neg[Neg-V],Neg[Neg-V],,158,8,,1
793,"{""icon"": ""cffff00""}",143B-9,VNegNeg,VNegNeg,,158,9,,1
794,"{""icon"": ""sdd0000""}",143B-10,Type 1 / Type 2,Type 1 / Type 2,,158,10,,1
795,"{""icon"": ""c990099""}",143B-11,Type 1 / Type 3,Type 1 / Type 3,,158,11,,1
796,"{""icon"": ""c000000""}",143B-12,Type 1 / Type 5,Type 1 / Type 5,,158,12,,1
797,"{""icon"": ""c009900""}",143B-13,Type 1 / Type 7,Type 1 / Type 7,,158,13,,1
798,"{""icon"": ""cff6600""}",143B-14,Type 1 / Type 9,Type 1 / Type 9,,158,14,,1
799,"{""icon"": ""t990099""}",143B-15,Type 2 / Type 4,Type 2 / Type 4,,158,15,,1
800,"{""icon"": ""cffffcc""}",143B-16,ObligDoubleNeg&OptTripleNeg,Obligatory double negation with optional triple negation,,158,16,,1
801,"{""icon"": ""c0000dd""}",144M-1,SONegV/SOVNeg,SONegV/SOVNeg,,159,1,,1
802,"{""icon"": ""c990099""}",144M-2,SNegOV/SONegV,SNegOV/SONegV,,159,2,,1
803,"{""icon"": ""cdd0000""}",144M-3,NegSOV/SNegOV/SONegV,NegSOV/SNegOV/SONegV,,159,3,,1
804,"{""icon"": ""tdd0000""}",144M-4,NegSOV/2ndPos,NegSOV or SOV with second position negative word,,159,4,,1
805,"{""icon"": ""c66ff33""}",144M-5,SOVNeg/SO[V-Neg],SOVNeg/SO[V-Neg],,159,5,,1
806,"{""icon"": ""c009900""}",144M-6,SO[Neg-V]/SO[V-Neg],SO[Neg-V]/SO[V-Neg],,159,6,,1
807,"{""icon"": ""c000000""}",144M-7,SO[Neg-V]/SOVwithNegInfix,SO[Neg-V] or SOV with negative infix,,159,7,,1
808,"{""icon"": ""t990099""}",144M-8,SNegOV/SONegV/SO[V-Neg],SNegOV/SONegV/SO[V-Neg],,159,8,,1
809,"{""icon"": ""t0000dd""}",144M-9,SONegV/SVONeg,SONegV/SVONeg,,159,9,,1
810,"{""icon"": ""t66ff33""}",144M-10,SOVNeg/SVNegO,SOVNeg/SVNegO,,159,10,,1
811,"{""icon"": ""f990099""}",144M-11,SNegOV/SOVNeg/SVONeg,SNegOV/SOVNeg/SVONeg,,159,11,,1
812,"{""icon"": ""fdd0000""}",144M-12,NegSOV/SNegOV/NegSVO/SVNegO,NegSOV/SNegOV/NegSVO/SVNegO,,159,12,,1
813,"{""icon"": ""f0000dd""}",144M-13,SONegV/SOVNeg/SNegVO/SVONeg,SONegV/SOVNeg/SNegVO/SVONeg,,159,13,,1
814,"{""icon"": ""d0000dd""}",144M-14,SO[Neg-V]/S[Neg-V]O,SO[Neg-V]/S[Neg-V]O,,159,14,,1
815,"{""icon"": ""t009900""}",144M-15,SO[V-Neg]/S[V-Neg]O/,SO[V-Neg]/S[V-Neg]O/,,159,15,,1
816,"{""icon"": ""s0000dd""}",144M-16,SONegV/SO[Neg-V]/SNegVO/S[Neg-V]O,SONegV/SO[Neg-V]/SNegVO/S[Neg-V]O,,159,16,,1
817,"{""icon"": ""ddd0000""}",144M-17,NegSOV/NegOVS,NegSOV/NegOVS,,159,17,,1
818,"{""icon"": ""f66ff33""}",144M-18,SOVNeg/OVNegS,SOVNeg/OVNegS,,159,18,,1
819,"{""icon"": ""f009900""}",144M-19,SO[V-Neg]/O[V-Neg]S,SO[V-Neg]/O[V-Neg]S,,159,19,,1
820,"{""icon"": ""c99ffff""}",144M-20,SOV & NegV/VNeg (a),SOV & NegV/VNeg,,159,20,,1
821,"{""icon"": ""t99ffff""}",144M-21,SOV & NegV/[Neg-V],SOV & NegV/[Neg-V],,159,21,,1
822,"{""icon"": ""f99ffff""}",144M-22,SOV & NegV/[V-Neg],SOV & NegV/[V-Neg],,159,22,,1
823,"{""icon"": ""s99ffff""}",144M-23,SOV & NegV/VNeg (b),SOV & NegV/VNeg,,159,23,,1
824,"{""icon"": ""cff66ff""}",144M-24,SV & OV & NegV/VNeg,SV & OV & NegV/VNeg,,159,24,,1
825,"{""icon"": ""tff66ff""}",144M-25,SV & OV & NegV/[V-Neg],SV & OV & NegV/[V-Neg],,159,25,,1
826,"{""icon"": ""fff66ff""}",144M-26,SV & OV & [Neg-V]/[V-Neg],SV & OV & [Neg-V]/[V-Neg],,159,26,,1
827,"{""icon"": ""sff66ff""}",144M-27,SV & OV & VNeg/[V-Neg],SV & OV & VNeg/[V-Neg],,159,27,,1
828,"{""icon"": ""c990099""}",144U-1,NegVNegSO,NegVNegSO,,160,1,,1
829,"{""icon"": ""t990099""}",144U-2,NegVNegOS,NegVNegOS,,160,2,,1
830,"{""icon"": ""c66ff33""}",144U-3,NegVSONeg,NegVSONeg,,160,3,,1
831,"{""icon"": ""cdd0000""}",144U-4,NegNegVSO,NegNegVSO,,160,4,,1
832,"{""icon"": ""c0000dd""}",144U-5,VNegSONeg,VNegSONeg,,160,5,,1
833,"{""icon"": ""dffff00""}",144U-6,VS & VO & [Neg-V-Neg],VS & VO & [Neg-V-Neg],,160,6,,1
834,"{""icon"": ""taa0000""}",144U-7,NegVOSNeg/VNegOSNeg/SNegVONeg/SVNegONeg,NegVOSNeg/VNegOSNeg/SNegVONeg/SVNegONeg,,160,7,,1
835,"{""icon"": ""c009900""}",144U-8,V(Neg)SONeg,V(Neg)SONeg,,160,8,,1
836,"{""icon"": ""cff66ff""}",144U-9,Neg(Neg)VSO,Neg(Neg)VSO,,160,9,,1
837,"{""icon"": ""cff6600""}",144U-10,NegVSO/[Neg-V-Neg]SO,NegVSO/[Neg-V-Neg]SO,,160,10,,1
838,"{""icon"": ""c000000""}",144U-11,NegVSO&OptStemChange,NegVSO with optional stem change,,160,11,,1
839,"{""icon"": ""cffffcc""}",144U-12,SVO/VSO but [Neg-V]SO(Neg),[Neg-V]SO(Neg) but SVO/VSO in affirmative clauses,,160,12,,1
840,"{""icon"": ""dff66ff""}",144U-13,VS&VO&Neg[(Neg-)V],VS & VO & Neg[(Neg-)V],,160,13,,1
841,"{""icon"": ""d99ffff""}",144U-14,VS&VO&NegV/[(Neg-)V-Neg],VS & VO & NegV/[(Neg-)V-Neg],,160,14,,1
842,"{""icon"": ""tcccccc""}",144U-15,VOS & NegVNeg,VOS & NegVNeg,,160,15,,1
843,"{""icon"": ""s990099""}",144U-16,VSO/SVO & (Neg)V(Neg),VSO/SVO & (Neg)V(Neg),,160,16,,1
844,"{""icon"": ""c990099""}",144G-1,SNegVO(Neg),SNegVO(Neg),,161,1,,1
845,"{""icon"": ""t990099""}",144G-2,S(Neg)VONeg,S(Neg)VONeg,,161,2,,1
846,"{""icon"": ""t0000dd""}",144G-3,S(Neg)VNegO,S(Neg)VNegO,,161,3,,1
847,"{""icon"": ""c0000dd""}",144G-4,SNegV(Neg)O,SNegV(Neg)O,,161,4,,1
848,"{""icon"": ""tdd0000""}",144G-5,(Neg)SVONeg,(Neg)SVONeg,,161,5,,1
850,"{""icon"": ""sff6600""}",144G-7,NegS[V(-Neg)]O,NegS[V(-Neg)]O,,161,7,,1
851,"{""icon"": ""d0000dd""}",144G-8,S[(Neg-)V]NegO,S[(Neg-)V]NegO,,161,8,,1
852,"{""icon"": ""f990099""}",144G-9,S[Neg-V]O(Neg),S[Neg-V]O(Neg),,161,9,,1
853,"{""icon"": ""c000000""}",144G-10,SNegVO/SVNegO&NegTone,SNegVO or SVNegO with tone on verb,,161,10,,1
854,"{""icon"": ""f0000dd""}",144G-11,S(Neg)[V(-Neg)]O,S(Neg)[V(-Neg)]O,,161,11,,1
855,"{""icon"": ""s0000dd""}",144G-12,S[Neg-V(-Neg)]O,S[Neg-V(-Neg)]O,,161,12,,1
856,"{""icon"": ""c009900""}",144G-13,(Neg)SVONeg/S(Neg)VONeg,(Neg)SVONeg/S(Neg)VONeg,,161,13,,1
857,"{""icon"": ""cff66ff""}",144G-14,S[Neg-V]O/NegSVNegO,S[Neg-V]O/NegSVNegO,,161,14,,1
858,"{""icon"": ""c99ffff""}",144G-15,SNeg[V-Neg]O/S[Neg-V-Neg]O,SNeg[V-Neg]O/S[Neg-V-Neg]O,,161,15,,1
859,"{""icon"": ""ccccccc""}",144G-16,S[V(-Neg)]O & NegV,S[V(-Neg)]O & NegV,,161,16,,1
860,"{""icon"": ""cffff00""}",144G-17,SVO/SOV & (Neg)[V-Neg],SVO/SOV & (Neg)[V-Neg],,161,17,,1
861,"{""icon"": ""cffffcc""}",144G-18,SVO/VSO & NegV/VNeg/NegVNeg,SVO/VSO & NegV/VNeg/NegVNeg,,161,18,,1
863,"{""icon"": ""c0000dd""}",144K-2,OptDoubleNeg,"Separate word, optional double negation, with SVONeg possible without a second negative",,162,2,,1
864,"{""icon"": ""c66ff33""}",144K-3,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme",,162,3,,1
865,"{""icon"": ""cffffff""}",144K-4,No SVONeg,SVO but SVONeg does not occur,,162,4,,1
866,"{""icon"": ""cffff00""}",144B-1,"Beginning, not immed preverbal",At beginning of clause separated from verb,,163,1,,1
867,"{""icon"": ""cff6600""}",144B-2,"Preverbal, not beginning or immed","Preceding verb, separated from verb, but not at beginning of clause",,163,2,,1
868,"{""icon"": ""cdd0000""}",144B-3,Immed preverbal,Immediately preverbal,,163,3,,1
869,"{""icon"": ""c990099""}",144B-4,Immed postverbal,Immediately postverbal,,163,4,,1
870,"{""icon"": ""c0000dd""}",144B-5,"Postverbal, not immed or end","Following verb, separated from verb, but not at end of clause",,163,5,,1
872,"{""icon"": ""c990099""}",144F-1,SNegVONeg,SNegVONeg,,164,1,,1
873,"{""icon"": ""c0000dd""}",144F-2,SNegVNegO,SNegVNegO,,164,2,,1
874,"{""icon"": ""c66ff33""}",144F-3,SVNegONeg,SVNegONeg,,164,3,,1
875,"{""icon"": ""cdd0000""}",144F-4,SVO/VSO but NegSVONeg,SVO/VSO in affirmative clauses but NegSVONeg,,164,4,,1
876,"{""icon"": ""t990099""}",144F-5,S[Neg-V]ONeg,S[Neg-V]ONeg,,164,5,,1
877,"{""icon"": ""t0000dd""}",144F-6,SNeg[V-Neg]O,SNeg[V-Neg]O,,164,6,,1
878,"{""icon"": ""s0000dd""}",144F-7,S[Neg-V]NegO,S[Neg-V]NegO,,164,7,,1
879,"{""icon"": ""cff6600""}",144F-8,NegS[V-Neg]O,NegS[V-Neg]O,,164,8,,1
880,"{""icon"": ""d0000dd""}",144F-9,S[Neg-V-Neg]O,S[Neg-V-Neg]O,,164,9,,1
881,"{""icon"": ""c000000""}",144F-10,SVNegO&NegTone,SVNegO with negative tone on verb,,164,10,,1
882,"{""icon"": ""t000000""}",144F-11,S[Neg-V]O&NegTone,S[Neg-V]O with negative tone on verb,,164,11,,1
883,"{""icon"": ""cffff00""}",144F-12,SNegNegVO/SNegVNegO,SNegNegVO/SNegVNegO,,164,12,,1
884,"{""icon"": ""d990099""}",144F-13,SNegVNegO/SNegVONeg,SNegVNegO/SNegVONeg,,164,13,,1
885,"{""icon"": ""f990099""}",144F-14,SNegVONeg/S[Neg-V]ONeg,SNegVONeg/S[Neg-V]ONeg,,164,14,,1
886,"{""icon"": ""cffffcc""}",144F-15,(Neg)S(Neg)VONeg,(Neg)S(Neg)VONeg (at least one of the preverbal Negs),,164,15,,1
887,"{""icon"": ""d000000""}",144F-16,SNeg[V-Neg]O&NegTone/SNegVNegO,SNeg[V-Neg]O and negative tone on verb / SNegVNegO,,164,16,,1
888,"{""icon"": ""cff66ff""}",144F-17,S(Neg)[Neg-V-Neg]O,S(Neg)[Neg-V-Neg]O,,164,17,,1
889,"{""icon"": ""c009900""}",144F-18,SNeg[V(-Neg)]ONeg/S[Neg-V(-Neg)]ONeg,SNeg[V(-Neg)]ONeg/S[Neg-V(-Neg)]ONeg,,164,18,,1
890,"{""icon"": ""f0000dd""}",144F-19,SNegVONeg/SNegOVNeg,SNegVONeg/SNegOVNeg,,164,19,,1
891,"{""icon"": ""s000000""}",144F-20,SVONeg&NegTone/SNegOVNeg,SVONeg with negative tone on verb / SNegOVNeg,,164,20,,1
892,"{""icon"": ""t009900""}",144F-21,SNegVONeg/SVNegONeg/NegVOSNeg/VNegOSNeg,SNegVONeg/SVNegONeg/NegVOSNeg/VNegOSNeg,,164,21,,1
893,"{""icon"": ""ccccccc""}",144F-22,SVO & NegVNeg,SVO & NegVNeg,,164,22,,1
894,"{""icon"": ""caa0000""}",144F-23,S[Neg-V]O & NegV,S[Neg-V]O & NegV,,164,23,,1
895,"{""icon"": ""c990099""}",90D-1,Internally-headed relative clause dominant,Internally-headed relative clause dominant,,165,1,,1
896,"{""icon"": ""c0000dd""}",90D-2,Internally-headed or RelN,Internally-headed or RelN,,165,2,,1
897,"{""icon"": ""cdd0000""}",90D-3,Internally-headed or NRel,Internally-headed or NRel,,165,3,,1
898,"{""icon"": ""cffff00""}",90D-4,Internally-headed or correlative,Internally-headed or correlative,,165,4,,1
899,"{""icon"": ""caa0000""}",90D-5,Internally-headed or double-headed,Internally-headed or double-headed,,165,5,,1
900,"{""icon"": ""t66ff33""}",90D-6,Internally-headed occurs as nondominant type,Internally-headed occurs as nondominant type,,165,6,,1
901,"{""icon"": ""tffffcc""}",90D-7,Internally-headed exists,Internally-headed exists,,165,7,,1
902,"{""icon"": ""c990099""}",144E-1,SNegVO/SVNegO,SNegVO/SVNegO,,166,1,,1
903,"{""icon"": ""cdd0000""}",144E-2,NegSVO/SNegVO,NegSVO/SNegVO,,166,2,,1
904,"{""icon"": ""tdd0000""}",144E-3,NegSVO/SVNegO,NegSVO/SVNegO,,166,3,,1
905,"{""icon"": ""c66ff33""}",144E-4,SNegVO/SVONeg,SNegVO/SVONeg,,166,4,,1
906,"{""icon"": ""c0000dd""}",144E-5,SVNegO/SVONeg,SVNegO/SVONeg,,166,5,,1
907,"{""icon"": ""ccccccc""}",144E-6,SVO & Flexible Neg,SVO & Flexible Neg,,166,6,,1
908,"{""icon"": ""t990099""}",144E-7,SNegVO/S[V-Neg]O,SNegVO/S[V-Neg]O,,166,7,,1
909,"{""icon"": ""t0000dd""}",144E-8,S[Neg-V]O/SVNegO,S[Neg-V]O/SVNegO,,166,8,,1
910,"{""icon"": ""fdd0000""}",144E-9,NegSVO/SNegVO/S[V-Neg]O,NegSVO/SNegVO/S[V-Neg]O,,166,9,,1
911,"{""icon"": ""f990099""}",144E-10,SNegVO/NegVSO,SNegVO/NegVSO,,166,10,,1
