ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,ISO_codes
tbo,Tboli,,6.166666666666667,124.5,tbol1240,tbl,Austronesian,Western Malayo-Polynesian,South Mindanao,tbl
ten,Tennet,,4.416666666666667,32.5,tenn1246,tex,Nilo-Saharan,Eastern Sudanic,Surmic,tex
tes,Teso,,1.8333333333333335,33.83333333333333,teso1249,teo,Nilo-Saharan,Eastern Sudanic,Nilotic,teo
woi,Woisika,,-8.25,124.83333333333333,kama1365,woi,Trans-New Guinea,,West Timor-Alor-Pantar,woi
wlo,Wolio,,-5.5,122.75,woli1241,wlo,Austronesian,Western Malayo-Polynesian,Sulawesi,wlo
acl,Acholi,,3,32.66666666666667,acol1236,ach,Nilo-Saharan,Eastern Sudanic,Nilotic,ach
adk,Andoke,,-0.6666666666666667,-72,ando1256,ano,,,,ano
ath,Athpare,,27,87.33333333333333,athp1241,aph,Sino-Tibetan,Tibeto-Burman,Bodic,aph
chi,Chimariko,,41,-123,chim1301,cid,Hokan,,Chimariko,cid
cpl,Chinantec (Palantla),,18.833333333333332,-96.75,pala1351,cpa,Oto-Manguean,,Chinantecan,cpa
dmi,Dumi,,27.25,86.66666666666667,dumi1241,dus,Sino-Tibetan,Tibeto-Burman,Bodic,dus
fua,Fula (Cameroonian),,9.166666666666666,13.5,adam1253,fub,Niger-Congo,Atlantic,Northern Atlantic,fub
ful,Fulniô,,-8,-37.5,fuln1247,fun,Macro-Ge,,Yatê,fun
iqu,Iquito,,-3.25,-74,iqui1243,iqu,Zaparoan,,Zaparoan,iqu
ito,Itonama,,-12.833333333333334,-64.33333333333333,iton1250,ito,,,,ito
jav,Javanese,,-7,111,java1254,jav,Austronesian,Western Malayo-Polynesian,Sundic,jav
khl,Khalaj,,35,50,turk1303,klj,Altaic,,Turkic,klj
kik,Kikuyu,,-0.75,36.75,kiku1240,kik,Niger-Congo,Benue-Congo,Bantoid,kik
koi,Koiari,,-9.5,147.33333333333334,gras1249,kbk,Trans-New Guinea,,Koiarian,kbk
msn,Maisin,,-9.5,149.16666666666666,mais1250,mbq,Austronesian,Eastern Malayo-Polynesian,Oceanic,mbq
mdn,Mandan,,46.5,-102.5,mand1446,mhq,Siouan,,Siouan,mhq
maw,Maninka (Western),,13,-11,west2500,mlq,Niger-Congo,Mande,Western Mande,mlq
mzc,Mazatec (Chiquihuitlán),,17.75,-96.91666666666667,chiq1250,maq,Oto-Manguean,,Popolocan,maq
mba,Mba,,1,25,mbaa1245,mfc,Niger-Congo,Adamawa-Ubangi,Ubangi,mfc
mon,Mon,,14.833333333333334,100.5,monn1252,mnw,Austro-Asiatic,Mon-Khmer,Monic,mnw
mou,Moru,,4.75,29.75,moru1253,mgd,Nilo-Saharan,Central Sudanic,Moru-Ma'di,mgd
mgu,Musgu,,10.833333333333334,14.916666666666666,musg1254,mug,Afro-Asiatic,Chadic,Biu-Mandara,mug
nnc,Nancowry,,8.05,93.5,cent1990,ncb,Austro-Asiatic,Mon-Khmer,Nicobarese,ncb
nue,Nuer,,8.333333333333334,32,nuer1246,nus,Nilo-Saharan,Eastern Sudanic,Nilotic,nus
pkn,Paakantyi,,-32.5,142.5,darl1243,drl,Australian,,Pama-Nyungan,drl
pny,Panyjima,,-22.833333333333332,118.41666666666667,pany1241,pnw,Australian,,Pama-Nyungan,pnw
pul,Puluwat,,7.333333333333333,149.33333333333334,pulu1242,puw,Austronesian,Eastern Malayo-Polynesian,Oceanic,puw
shl,Shilluk,,9.666666666666666,31.75,shil1265,shk,Nilo-Saharan,Eastern Sudanic,Nilotic,shk
sng,Sinaugoro,,-9.833333333333334,147.83333333333334,sina1266,snc,Austronesian,Eastern Malayo-Polynesian,Oceanic,snc
tps,Tepehuan (Southeastern),,23,-104.5,sout2976,stp,Uto-Aztecan,,Tepiman,stp
tus,Tuscarora,,36,-77.5,tusc1257,tus,Iroquoian,,Northern Iroquoian,tus
url,Urak Lawoi',,8,98.33333333333333,urak1238,urk,Austronesian,Western Malayo-Polynesian,Sundic,urk
ywl,Yawelmani,,35.41666666666667,-119,yoku1256,yok,Penutian,,Yokuts,yok
amb,Ambulas,,-3.8333333333333335,143,ambu1247,abt,Sepik,,Middle Sepik,abt
amo,Amo,,10.333333333333334,8.666666666666666,amoo1242,amo,Niger-Congo,Benue-Congo,Kainji,amo
amu,Amuesha,,-10.5,-75.41666666666667,yane1238,ame,Arawakan,,Arawakan,ame
bln,Bilin,,15.75,38.5,bili1260,byn,Afro-Asiatic,Cushitic,Central Cushitic,byn
bua,Burarra,,-12.25,134.58333333333334,bura1267,bvr,Australian,,Burarran,bvr
chw,Cham (Western),,12,105.5,west2650,cja,Austronesian,Western Malayo-Polynesian,Sundic,cja
cmy,Chontal Maya,,18.166666666666668,-92.58333333333333,taba1266,chf,Mayan,,Mayan,chf
coc,Cocama,,-5,-74.5,coca1259,cod,Tupian,,Tupi-Guaraní,cod
did,Didinga,,4.5,33.5,didi1258,did,Nilo-Saharan,Eastern Sudanic,Surmic,did
dig,Digaro,,28.416666666666668,96,diga1241,mhu,Sino-Tibetan,Tibeto-Burman,Mirish,mhu
fas,Fasu,,-6.583333333333333,143.33333333333334,fasu1242,faa,Trans-New Guinea,,Fasu,faa
gim,Gimira,,7,35.75,benc1235,bcq,Afro-Asiatic,Omotic,North Omotic,bcq
guj,Gujarati,,23,72,guja1252,guj,Indo-European,,Indic,guj
jmo,Jur Mödö,,6,30,jurm1239,bex,Nilo-Saharan,Central Sudanic,Bongo-Bagirmi,bex
krr,Kairiru,,-3.3333333333333335,143.58333333333334,kair1263,kxa,Austronesian,Eastern Malayo-Polynesian,Oceanic,kxa
knc,Kugu Nganhcara,,-14.416666666666666,142,kuku1280,uwa,Australian,,Pama-Nyungan,uwa
mng,Manggarai,,-8.5,120.33333333333333,mang1405,mqy,Austronesian,,Central Malayo-Polynesian,mqy
mra,Mara,,-15,135.16666666666666,mara1385,mec,Australian,,Maran,mec
mka,Mauka,,8.333333333333334,-7.5,maho1249,mxx,Niger-Congo,Mande,Western Mande,mxx
mtu,Motu,,-9.333333333333334,147,motu1246,meu,Austronesian,Eastern Malayo-Polynesian,Oceanic,meu
ngk,Ngankikurungkurr,,-14,130.5,nang1259,nam,Australian,Daly,Southern Daly,nam
nyi,Nyimang,,12.166666666666666,29.333333333333332,amas1236,nyi,Nilo-Saharan,Eastern Sudanic,Nyimang,nyi
plh,Paulohi,,-3.25,128.75,paul1238,plh,Austronesian,,Central Malayo-Polynesian,plh
pme,Pomo (Eastern),,39,-122.66666666666667,east2545,peb,Hokan,,Pomoan,peb
src,Sarcee,,52.5,-116,sars1236,srs,Na-Dene,,Athapaskan,srs
sin,Siona,,0.33333333333333337,-76.25,sion1247,snn,Tucanoan,,Tucanoan,snn
tul,Tulu,,12.75,75.33333333333333,tulu1258,tcy,Dravidian,,Southern Dravidian,tcy
any,Anywa,,8,33.5,anua1242,anu,Nilo-Saharan,Eastern Sudanic,Nilotic,anu
aro,Arosi,,-10.25,161.33333333333334,aros1241,aia,Austronesian,Eastern Malayo-Polynesian,Oceanic,aia
baj,Bajau,,-4.333333333333333,123,indo1317,bdl,Austronesian,Western Malayo-Polynesian,Sama-Bajaw,bdl
blx,Biloxi,,30.5,-88.66666666666667,bilo1248,bll,Siouan,,Siouan,bll
cic,Chichewa,,-14,34,nyan1308,nya,Niger-Congo,Benue-Congo,Bantoid,nya
cba,Chumash (Barbareño),,34.5,-120.25,barb1263,boi,Chumash,,Chumash,boi
don,Dong,,27,109,,,Tai-Kadai,,Kam-Tai,doc kmc
emb,Embera,,6.833333333333333,-77.16666666666667,nort2972,emp,Choco,,Choco,emp
gds,Gadsup,,-6.25,146,gads1258,gaj,Trans-New Guinea,,Eastern Highlands,gaj
god,Godoberi,,42.66666666666667,46.08333333333333,ghod1238,gdo,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,gdo
igs,Ingessana,,11.5,34,gaam1241,tbi,Nilo-Saharan,Eastern Sudanic,Eastern Jebel,tbi
krn,Korana,,-29.5,20.5,kora1292,kqz,Khoisan,,Central Khoisan,kqz
kpe,Kpelle,,7,-10,libe1247,xpe,Niger-Congo,Mande,Western Mande,xpe
mbm,Mbum,,7.75,13.166666666666666,mbum1254,mdd,Niger-Congo,Adamawa-Ubangi,Adamawa,mdd
meh,Mehri,,17,51.5,mehr1241,gdq,Afro-Asiatic,,Semitic,gdq
ngm,Ngambay,,8.666666666666666,16,ngam1268,sba,Nilo-Saharan,Central Sudanic,Bongo-Bagirmi,sba
pir,Piro,,-11,-73,yine1238,pib,Arawakan,,Arawakan,pib
sem,Sema,,26,94.5,sumi1235,nsm,Sino-Tibetan,Tibeto-Burman,Kuki-Chin-Naga,nsm
ses,Sesotho,,-28,27,sout2807,sot,Niger-Congo,Benue-Congo,Bantoid,sot
sio,Sio,,-5.95,147.33333333333334,sioo1240,xsi,Austronesian,Eastern Malayo-Polynesian,Oceanic,xsi
twe,Tarahumara (Western),,27.5,-108,lowl1265,tac,Uto-Aztecan,,Tarahumaran,tac
tic,Ticuna,,-4,-70.5,ticu1245,tca,,,,tca
tvl,Tuvaluan,,-8.5,179.16666666666666,tuva1244,tvl,Austronesian,Eastern Malayo-Polynesian,Oceanic,tvl
uby,Ubykh,,43.66666666666667,39.66666666666667,ubyk1235,uby,Northwest Caucasian,,Northwest Caucasian,uby
urd,Urdu,,25,67,urdu1245,urd,Indo-European,,Indic,urd
wry,Waray (in Australia),,-13.166666666666666,131.25,wara1290,wrz,Australian,Gunwinyguan,Waray,wrz
wrg,Warrgamay,,-18.583333333333332,146.08333333333334,warr1255,wgy,Australian,,Pama-Nyungan,wgy
wmu,Wik Munkan,,-13.916666666666666,141.75,wikm1247,wim,Australian,,Pama-Nyungan,wim
yin,Yindjibarndi,,-21.75,117.91666666666667,yind1247,yij,Australian,,Pama-Nyungan,yij
au,Au,,-3.5833333333333335,142.08333333333334,auuu1241,avt,Torricelli,,Wapei-Palei,avt
bfg,Berber (Figuig),,32.5,-1.5,,,Afro-Asiatic,,Berber,
kmj,Karimojong,,3,34.16666666666667,kara1483,kdj,Nilo-Saharan,Eastern Sudanic,Nilotic,kdj
moo,Mooré,,12.833333333333334,-1.25,moss1236,mos,Niger-Congo,,Gur,mos
moe,Mordvin (Erzya),,53,45.5,erzy1239,myv,Uralic,Finno-Ugric,Finnic,myv
nup,Nupe,,9.166666666666666,5.416666666666667,nupe1254,nup,Niger-Congo,Benue-Congo,Nupoid,nup
paw,Pawaian,,-7,145.08333333333334,pawa1255,pwa,Teberan-Pawaian,,Pawaian,pwa
pec,Pech,,15,-85.5,pech1241,pay,Chibchan,,Paya,pay
slb,Saliba (in Papua New Guinea),,-10.583333333333334,150.71666666666667,sali1295,sbe,Austronesian,Eastern Malayo-Polynesian,Oceanic,sbe
slo,Slovene,,46,15,slov1268,slv,Indo-European,,Slavic,slv
taj,Tajik,,38.66666666666667,70,taji1245,tgk,Indo-European,,Iranian,tgk
tmr,Temiar,,5,101.5,temi1246,tea,Austro-Asiatic,Mon-Khmer,Aslian,tea
twn,Tiwa (Northern),,36.5,-105.5,nort1550,twf,Kiowa-Tanoan,,Kiowa-Tanoan,twf
tno,Tondano,,1.25,125,tond1251,tdn,Austronesian,Western Malayo-Polynesian,Sulawesi,tdn
tot,Totonac (Misantla),,19.916666666666668,-96.91666666666667,yecu1235,tlc,Totonacan,,Totonacan,tlc
wem,Wembawemba,,-35.33333333333333,144,,,Australian,,Pama-Nyungan,
wik,Wikchamni,,36.41666666666667,-119.08333333333333,yoku1256,yok,Penutian,,Yokuts,yok
bud,Buduma,,13.5,14.5,budu1265,bdm,Afro-Asiatic,Chadic,Biu-Mandara,bdm
crn,Cornish,,50.33333333333333,-5,corn1251,cor,Indo-European,,Celtic,cor
egn,Engenni,,5.166666666666667,6.383333333333333,enge1239,enn,Niger-Congo,Benue-Congo,Edoid,enn
ese,Ese Ejja,,-11,-66,esee1248,ese,Tacanan,,Tacanan,ese
grf,Garífuna,,15.666666666666666,-88,gari1256,cab,Arawakan,,Arawakan,cab
hlk,Halkomelem,,49.5,-122.5,halk1245,hur,Salishan,,Central Salish,hur
hmi,Huitoto (Minica),,-0.33333333333333337,-74,mini1256,hto,Huitotoan,,Huitoto,hto
kom,Komo,,8.75,33.75,komo1258,xom,Nilo-Saharan,,Koman,xom
kku,Korku,,22.5,78.5,kork1243,kfq,Austro-Asiatic,,Munda,kfq
kmp,Kunimaipa,,-8,146.83333333333334,kuni1267,kup,Trans-New Guinea,,Goilalan,kup
lmp,Lampung,,-5,105,lamp1243,ljp,Austronesian,Western Malayo-Polynesian,Sundic,ljp
llm,Lelemi,,7.333333333333333,0.5,lele1264,lef,Niger-Congo,,Kwa,lef
lin,Lingala,,2,18.5,ling1263,lin,Niger-Congo,Benue-Congo,Bantoid,lin
ndo,Ndonga,,-18,17,ndon1254,ndo,Niger-Congo,Benue-Congo,Bantoid,ndo
naj,Neo-Aramaic (Arbel Jewish),,31.75,35,lish1245,aij,Afro-Asiatic,,Semitic,aij
nsg,Nisgha,,55,-130,nisg1240,ncg,Penutian,,Tsimshianic,ncg
nis,Nishi,,27.5,93.5,nisi1239,dap,Sino-Tibetan,Tibeto-Burman,Mirish,dap
par,Päri,,5,32.5,pari1256,lkr,Nilo-Saharan,Eastern Sudanic,Nilotic,lkr
raw,Rawang,,27.5,97.5,rawa1265,raw,Sino-Tibetan,Tibeto-Burman,Nungish,raw
rut,Rutul,,41.5,47.41666666666667,rutu1240,rut,Nakh-Daghestanian,Daghestanian,Lezgic,rut
tar,Tariana,,1,-69.16666666666667,tari1256,tae,Arawakan,,Arawakan,tae
yar,Yareba,,-9.5,148.5,yare1248,yrb,Yareban,,Yareban,yrb
yes,Yessan-Mayo,,-4.166666666666667,142.58333333333334,yess1239,yss,Sepik,,Tama Sepik,yss
yus,Yupik (Siberian),,65,-173,cent2128,ess,Eskimo-Aleut,,Eskimo,ess
yuw,Yuwaalaraay,,-29.5,148,gami1243,kld,Australian,,Pama-Nyungan,kld
zai,Zapotec (Isthmus),,16.416667,-95,isth1244,zai,Oto-Manguean,,Zapotecan,zai
arw,Armenian (Western),,38.5,43.5,nucl1235,hye,Indo-European,,Armenian,hye
baa,Barai,,-9.333333333333334,148.08333333333334,,,Trans-New Guinea,,Koiarian,bbb nvm
ceb,Cebuano,,10,124,cebu1242,ceb,Austronesian,Western Malayo-Polynesian,Meso-Philippine,ceb
cti,Chin (Tiddim),,23.333333333333332,93.66666666666667,tedi1235,ctd,Sino-Tibetan,Tibeto-Burman,Kuki-Chin-Naga,ctd
cor,Cora,,22.166666666666668,-104.83333333333333,elna1235,crn,Uto-Aztecan,,Corachol,crn
djr,Djaru,,-18.75,128,jaru1254,ddj,Australian,,Pama-Nyungan,ddj
hay,Hayu,,27.25,86,wayu1241,vay,Sino-Tibetan,Tibeto-Burman,Bodic,vay
jab,Jabêm,,-6.583333333333333,147.78333333333333,yabe1254,jae,Austronesian,Eastern Malayo-Polynesian,Oceanic,jae
kma,Kamaiurá,,-12.083333333333334,-52.58333333333333,kama1373,kay,Tupian,,Tupi-Guaraní,kay
kuo,Kuot,,-3.05,151.5,kuot1243,kto,,,,kto
lda,Luganda,,0.5,32.16666666666667,gand1255,lug,Niger-Congo,Benue-Congo,Bantoid,lug
nak,Nakanai,,-5.583333333333333,150.58333333333334,naka1262,nak,Austronesian,Eastern Malayo-Polynesian,Oceanic,nak
plk,Palikur,,3,-51,pali1279,plu,Arawakan,,Arawakan,plu
sro,Siroi,,-5.5,146,siro1249,ssd,Trans-New Guinea,,Madang,ssd
sul,Sulka,,-5.083333333333333,151.91666666666666,sulk1246,sua,,,,sua
txj,Totonac (Xicotepec de Juárez),,20.416666666666668,-97.83333333333333,xico1235,too,Totonacan,,Totonacan,too
tri,Trique (Copala),,17.166666666666668,-97.91666666666667,copa1237,trc,Oto-Manguean,,Mixtecan,trc
xoo,!Xóõ,,-24,21.5,huaa1248,nmn,Khoisan,,Southern Khoisan,nmn
yul,Yulu,,8.5,25.25,yulu1243,yul,Nilo-Saharan,Central Sudanic,Bongo-Bagirmi,yul
anj,Anejom,,-20.2,169.8,anei1239,aty,Austronesian,Eastern Malayo-Polynesian,Oceanic,aty
asy,Arabic (Syrian),,34,38,nort3139,apc,Afro-Asiatic,,Semitic,apc
bel,Belhare,,26.966666666666665,87.3,belh1239,byw,Sino-Tibetan,Tibeto-Burman,Bodic,byw
brn,Burunge,,-5.333333333333333,36,buru1320,bds,Afro-Asiatic,Cushitic,Southern Cushitic,bds
ccm,Chinantec (Comaltepec),,17.583333333333332,-96.41666666666667,coma1246,cco,Oto-Manguean,,Chinantecan,cco
ctm,Chitimacha,,29.666666666666668,-91,chit1248,ctm,,,,ctm
gmw,Gumawana,,-9.25,150.83333333333334,guma1254,gvs,Austronesian,Eastern Malayo-Polynesian,Oceanic,gvs
kng,Kaingang,,-26,-52,kain1272,kgp,Macro-Ge,,Ge-Kaingang,kgp
kmk,Kalmyk,,44,83,kalm1243,xal,Altaic,,Mongolic,xal
krc,Karachay-Balkar,,43.5,42,kara1465,krc,Altaic,,Turkic,krc
mad,Ma'di,,3.25,31.5,madi1260,mhi,Nilo-Saharan,Central Sudanic,Moru-Ma'di,mhi
mnm,Manam,,-4,145,mana1295,mva,Austronesian,Eastern Malayo-Polynesian,Oceanic,mva
ndt,Ndut,,14.916666666666666,-16.916666666666668,ndut1239,ndv,Niger-Congo,Atlantic,Northern Atlantic,ndv
nga,Nganasan,,71,93,ngan1291,nio,Uralic,,Samoyedic,nio
obo,Obolo,,4.583333333333333,7.833333333333333,obol1243,ann,Niger-Congo,Benue-Congo,Cross River,ann
udm,Udmurt,,57.5,52.5,udmu1245,udm,Uralic,Finno-Ugric,Finnic,udm
wbn,Wambon,,-5.5,140.41666666666666,wamb1259,wms,Trans-New Guinea,,Awju-Dumut,wms
wol,Woleaian,,7.333333333333333,143.83333333333334,wole1240,woe,Austronesian,Eastern Malayo-Polynesian,Oceanic,woe
ytu,Yukaghir (Tundra),,69,155,nort2745,ykg,Yukaghir,,Yukaghir,ykg
amc,Amahuaca,,-10.5,-72.5,amah1246,amc,Panoan,,Panoan,amc
bai,Bai,,26,100,cent2004,bca,Sino-Tibetan,Tibeto-Burman,Bai,bca
bya,Byansi,,30.166666666666668,80.5,byan1241,bee,Sino-Tibetan,Tibeto-Burman,Bodic,bee
cay,Cayapa,,0.6666666666666667,-79,chac1249,cbi,Barbacoan,,Barbacoan,cbi
chp,Chipewyan,,59,-106,chip1261,chp,Na-Dene,,Athapaskan,chp
dji,Djingili,,-17.75,134,djin1251,jig,Australian,,West Barkly,jig
kmh,Kham,,28.5,82.75,gama1251,kgj,Sino-Tibetan,Tibeto-Burman,Bodic,kgj
kol,Kolami,,20,78.5,,,Dravidian,,Central Dravidian,kfb nit
kry,Koryak,,61,167,kory1246,kpy,Chukotko-Kamchatkan,,Northern Chukotko-Kamchatkan,kpy
min,Minangkabau,,-1,101,mina1268,min,Austronesian,Western Malayo-Polynesian,Sundic,min
mxp,Mixtec (Peñoles),,17.083333333333332,-96.91666666666667,peno1244,mil,Oto-Manguean,,Mixtecan,mil
moh,Mohawk,,43.5,-74.25,moha1258,moh,Iroquoian,,Northern Iroquoian,moh
mos,Mosetén,,-14.75,-67.83333333333333,mose1249,cas,Mosetenan,,Mosetenan,cas
nua,Nuaulu,,-3.25,129.16666666666666,,,Austronesian,,Central Malayo-Polynesian,nni nxl
ute,Ute,,39,-109,utes1238,ute,Uto-Aztecan,,Numic,ute
acm,Achumawi,,41.5,-121,achu1247,acv,Hokan,,Palaihnihan,acv
anc,Angas,,9.5,9.5,ngas1240,anc,Afro-Asiatic,Chadic,West Chadic,anc
api,Apinayé,,-5.5,-48,apin1244,apn,Macro-Ge,,Ge-Kaingang,apn
bod,Bodo,,26.833333333333332,92,bodo1269,brx,Sino-Tibetan,Tibeto-Burman,Baric,brx
chq,Chinantec (Quiotepec),,17.583333333333332,-96.66666666666667,quio1240,chq,Oto-Manguean,,Chinantecan,chq
dan,Dan,,7.5,-8,dann1241,daf,Niger-Congo,Mande,Eastern Mande,daf
diz,Dizi,,6.166666666666667,36.5,dizi1235,mdx,Afro-Asiatic,Omotic,North Omotic,mdx
gud,Gude,,10.416666666666666,13.416666666666666,gude1246,gde,Afro-Asiatic,Chadic,Biu-Mandara,gde
irr,Irarutu,,-3,133.5,irar1238,irh,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,irh
koy,Koya,,17.5,81.33333333333333,koya1251,kff,Dravidian,,South-Central Dravidian,kff
men,Menomini,,45.5,-88.33333333333333,meno1252,mez,Algic,,Algonquian,mez
mie,Mien,,25,111,iumi1238,ium,Hmong-Mien,,Hmong-Mien,ium
nia,Nias,,1,97.75,nias1242,nia,Austronesian,Western Malayo-Polynesian,Sundic,nia
ppi,Pitta Pitta,,-22.833333333333332,140,pitt1247,pit,Australian,,Pama-Nyungan,pit
rem,Remo,,18,82,bond1245,bfw,Austro-Asiatic,,Munda,bfw
rot,Rotuman,,-12.5,177.06666666666666,rotu1241,rtm,Austronesian,Eastern Malayo-Polynesian,Oceanic,rtm
slp,Selepet,,-6.166666666666667,147.16666666666666,sele1250,spl,Trans-New Guinea,,Finisterre-Huon,spl
shi,Shiriana,,3.5,-62.83333333333333,nina1238,shb,Yanomam,,Yanomam,shb
tol,Tol,,14.666666666666666,-87,toll1241,jic,,,,jic
tbu,Tubu,,16,15,,,Nilo-Saharan,,Western Saharan,dzg tuq
tuc,Tucano,,0.5,-69.16666666666667,tuca1252,tuo,Tucanoan,,Tucanoan,tuo
ani,//Ani,,-18.916666666666668,21.916666666666668,anii1246,hnh,Khoisan,,Central Khoisan,hnh
bla,Blackfoot,,50,-112.66666666666667,siks1238,bla,Algic,,Algonquian,bla
ccp,Cocopa,,32.33333333333333,-115,coco1261,coc,Hokan,,Yuman,coc
fut,Futuna-Aniwa,,-19.533333333333335,170.21666666666667,futu1245,fut,Austronesian,Eastern Malayo-Polynesian,Oceanic,fut
hum,Huitoto (Murui),,-1,-73.5,muru1274,huu,Huitotoan,,Huitoto,huu
jiv,Jivaro,,-2.5,-78,shua1257,jiv,Jivaroan,,Jivaroan,jiv
kam,Kambera,,-9.833333333333334,120.16666666666667,kamb1299,xbr,Austronesian,,Central Malayo-Polynesian,xbr
kzy,Komi-Zyrian,,65,55,komi1268,kpv,Uralic,Finno-Ugric,Finnic,kpv
lao,Lao,,18,103,laoo1244,lao,Tai-Kadai,,Kam-Tai,lao
lnd,Linda,,6.5,20.75,band1344,liy,Niger-Congo,Adamawa-Ubangi,Ubangi,liy
mai,Maithili,,26,86,mait1250,mai,Indo-European,,Indic,mai
msl,Masalit,,13.333333333333334,22,nucl1440,mls,Nilo-Saharan,,Maban,mls
nhn,Nahuatl (North Puebla),,20,-98.25,nort2957,ncj,Uto-Aztecan,,Aztecan,ncj
syu,Salt-Yui,,-6.283333333333333,145.03333333333333,salt1242,sll,Trans-New Guinea,,Chimbu,sll
ser,Seri,,29,-112,seri1257,sei,Hokan,,Seri,sei
shn,Shona,,-18,31,shon1251,sna,Niger-Congo,Benue-Congo,Bantoid,sna
sre,Sre,,11.5,108,koho1244,kpm,Austro-Asiatic,Mon-Khmer,Bahnaric,kpm
tng,Tongan,,-21.166666666666668,-175.16666666666666,tong1325,ton,Austronesian,Eastern Malayo-Polynesian,Oceanic,ton
vai,Vai,,6.916666666666667,-11.25,vaii1241,vai,Niger-Congo,Mande,Western Mande,vai
wrl,Warlpiri,,-20,132.33333333333334,warl1254,wbp,Australian,,Pama-Nyungan,wbp
gum,Gumbaynggir,,-30.166666666666668,152.5,kumb1268,kgs,Australian,,Pama-Nyungan,kgs
gwa,Gwari,,9.5,7,,,Niger-Congo,Benue-Congo,Nupoid,gbr gby
kws,Kawaiisu,,36,-117.5,kawa1283,xaw,Uto-Aztecan,,Numic,xaw
kgz,Kirghiz,,42,75,kirg1245,kir,Altaic,,Turkic,kir
kmb,Kombai,,-5.583333333333333,140,,,Trans-New Guinea,,Awju-Dumut,tyn wng
lon,Loniu,,-2.0666666666666664,147.33333333333334,loni1238,los,Austronesian,Eastern Malayo-Polynesian,Oceanic,los
mde,Mende,,7.833333333333333,-11.5,mend1266,men,Niger-Congo,Mande,Western Mande,men
nbr,Ngäbere,,8.666666666666666,-82,ngab1239,gym,Chibchan,,Guaymi,gym
niu,Niuean,,-19.05,-170.11666666666667,niue1239,niu,Austronesian,Eastern Malayo-Polynesian,Oceanic,niu
noo,Noon,,14.833333333333334,-16.833333333333332,noon1242,snf,Niger-Congo,Atlantic,Northern Atlantic,snf
pno,Paiute (Northern),,42,-118,nort2954,pao,Uto-Aztecan,,Numic,pao
sal,Salinan,,36,-121,sali1253,sln,,,,sln
aly,Alyawarra,,-22.5,135,alya1239,aly,Australian,,Pama-Nyungan,aly
cbo,Chácobo,,-12.166666666666666,-66.75,chac1251,cao,Panoan,,Panoan,cao
kan,Kana,,4.75,7.416666666666667,khan1278,ogo,Niger-Congo,Benue-Congo,Cross River,ogo
kiw,Kiwai,,-8,143.5,,,Kiwaian,,Kiwaian,kiw kjd
kwo,Kwoma,,-4.166666666666667,142.75,kwom1262,kmo,Sepik,,Middle Sepik,kmo
mnc,Manchu,,49.5,127.5,manc1252,mnc,Altaic,,Tungusic,mnc
non,Noni,,6.416666666666667,10.583333333333334,noon1243,nhu,Niger-Congo,Benue-Congo,Bantoid,nhu
per,Pero,,9.583333333333334,11,pero1241,pip,Afro-Asiatic,Chadic,West Chadic,pip
taw,Tawala,,-10.333333333333334,150.66666666666666,tawa1275,tbo,Austronesian,Eastern Malayo-Polynesian,Oceanic,tbo
bco,Bella Coola,,52.5,-126.66666666666667,bell1243,blc,Salishan,,Bella Coola,blc
ber,Berta,,10.333333333333334,34.66666666666667,bert1248,wti,Nilo-Saharan,,Berta,wti
cso,Chatino (Sierra Occidental),,16.25,-97.33333333333333,west2644,ctp,Oto-Manguean,,Zapotecan,ctp
cmh,Chemehuevi,,34.33333333333333,-115.16666666666667,utes1238,ute,Uto-Aztecan,,Numic,ute
ewo,Ewondo,,4,12,ewon1239,ewo,Niger-Congo,Benue-Congo,Bantoid,ewo
ksg,Karen (Sgaw),,18,97,sgaw1245,ksw,Sino-Tibetan,Tibeto-Burman,Karen,ksw
kwk,Kwakw'ala,,51,-127,kwak1269,kwk,Wakashan,,Northern Wakashan,kwk
mlt,Maltese,,35.91666666666667,14.416666666666666,malt1254,mlt,Afro-Asiatic,,Semitic,mlt
miz,Mizo,,23.166666666666668,92.83333333333333,lush1249,lus,Sino-Tibetan,Tibeto-Burman,Kuki-Chin-Naga,lus
ruk,Rukai,,22.833333333333332,120.83333333333333,ruka1240,dru,Austronesian,,Tsouic,dru
wah,Wahgi,,-5.833333333333333,144.71666666666667,,,Trans-New Guinea,,Chimbu,wgi whg
wrk,Warekena,,1.5,-67.5,guar1293,gae,Arawakan,,Arawakan,gae
ata,Atayal,,24.5,121.33333333333333,atay1247,tay,Austronesian,,Atayalic,tay
aze,Azerbaijani,,40.5,48.5,,,Altaic,,Turkic,azb azj
bae,Baré,,1,-67,bare1276,bae,Arawakan,,Arawakan,bae
bar,Bari,,5,31.666666666666668,bari1284,bfa,Nilo-Saharan,Eastern Sudanic,Nilotic,bfa
ben,Bengali,,24,90,beng1280,ben,Indo-European,,Indic,ben
but,Buriat,,52,108,mong1330,bxm,Altaic,,Mongolic,bxm
chc,Chechen,,43.25,45.83333333333333,chec1245,che,Nakh-Daghestanian,,Nakh,che
err,Erromangan,,-18.833333333333332,169.16666666666666,siee1239,erg,Austronesian,Eastern Malayo-Polynesian,Oceanic,erg
