ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment
igt-2187,alu,qutkin j n j aqu - tɣin un j un j u ɣ - itə - lqiv - lin,qutkin j n j aqu - tɣin	un j un j u	ɣ - itə - lqiv - lin,Kutkinnjaku - POSS.PL+3SG	child+NOM+SG	RES - be - LQIV - RES+3SG.S,Kutkinnjaku and the other one [=his wife?] had a child.,,
igt-2188,alu,ʕoro ra - tenə - ŋ ɣa - sem.av - lin: - -“tō  ta - jena - lqiv - la - ŋ val j a - wwi,ʕoro	ra - tenə - ŋ	ɣa - sem.av - lin: - -“tō		ta - jena - lqiv - la - ŋ	val j a - wwi,then	house - APUD - DAT	RES - approach - RES+3SG.S	INTERJ	POT - go.out - LQIV - PLR - POT	Valja - NOM+PL,"Then he came near home - Oh, Valja and others [=wife and children?] will now come out to meet me.",,
igt-2189,alu,"to vitɣa əmqa - wwi ɣa - wəjwə=ŋtu - laŋ to onəp=nuta - ŋ ɣa - la - laŋin, ŋanə.k ɣa - ŋvu - laŋin tan j ŋə.sitə - k","to	vitɣa	əmqa - wwi	ɣa - wəjwə=ŋtu - laŋ	to	onəp=nuta - ŋ	ɣa - la - laŋin,	ŋanə.k	ɣa - ŋvu - laŋin	tan j ŋə.sitə - k",and	soon	Ymka - NOM+PL	RES - fortress=go.out - RES+3PL.S	and	local=tundra - DAT	RES - come - RES-3PL.S	there	RES - begin - RES+3PL.S	fight - INF,"And Ymka and others [=Ymka, his son Pininan and his brother Tavitan] left the fortress and went to the tundra, and began to fight there.",,
igt-2190,abk,sara  sawp,sara\tsawp,me\tit.is,'it's me,,
igt-2191,abk,sara  sakwən,sara\tsakwən,me\tit.was,it was me,,
igt-2192,mak,WaL - sh=ʔal Maria =ʔaL,WaL - sh=ʔal	Maria =ʔaL,go.home - MOM=TEMP=IND.3PL	Maria=3PL,Maria and her family went home.,,
igt-2209,rus,kolj a upa l,kolj\ta\tupa\tl,Kolya\tnom\tfall\tpst.m.sg,Kolya fell,,
igt-2210,rus,kolj a vidi t vanj u,kolj\ta\tvidi\tt\tvanj\tu,Kolya\tnom\tsee\tprs.3sg\tVanya\tacc,Kolya sees Vanya,,
igt-2211,rus,ja upa l,ja\tupa\tl,I.nom\tfall\tpst.m.sg,I fell,,
igt-2212,rus,ja viž u tebja,ja\tviž\tu\ttebja,I.nom\tsee\tprs.1sg\tyou.acc,I see you,,
igt-2213,rus,ty vidi šˊ menja,ty\tvidi\tšˊ\tmenja,you.nom\tsee\tprs.2sg\tI.acc,you see me,,
igt-2193,niu,foaki age nakai e koe e fakamailoga ki a taha,foaki\tage\tnakai\te\tkoe\te\tfakamailoga\tki\ta\ttaha,give\tDIRL\tq\tERG\tyou\tABS\tprize\tto\tPERS\tsomeone,Did you give the prize to someone?,,
igt-2194,bam,bi k ò nònòn ni kelen,bi	k ò nònòn	ni	kelen,ten	nine	and	one,91,,
igt-2195,vie,Uông ruou!,Uông\truou!,drink\talcoholic,Drink alcohol!’ or ‘I/you/he/etc. is/are drinking alcohol.,,
igt-2196,vie,Chó uông ruou!,Chó\tuông\truou!,NEG\tdrink\talcoholic,Do not drink alcohol!,,
igt-2197,vie,K hông uông ruou.,K hông	uông	ruou.,NEG	drink	alcoholic,I/you/he/etc. are not drinking alcohol.,,
igt-2198,mao,kaahore taatou e haere ana aapoopoo,kaahore\ttaatou\te\thaere\tana\taapoopoo,neg\t1PL.INCL\tT/A\tmove\tT/A\ttomorrow,We are not going tomorrow.,,
igt-2199,fur,ka,ka,1sg,I,,
igt-2200,fur,ki,ki,1pl,we,,
igt-2201,mar,‘-,‘-,1 SG /1 PL,I we,,
igt-2202,mup,*wu cit mo,*wu\tcit\tmo,*3.SG.M\thit.SG\t3.PL,*'He hit them.',,
igt-2203,mup,wu nás war,wu\tnás\twar,3.SG\thit.PL\t3.SG.F,He hit her many times.,,
igt-2204,obo,M´-wèèk ígêgè íkpá.,M´-wèèk	ígêgè	íkpá.,1SG  -want	INF  .write	letter,I want to write a letter.,,
igt-2205,obo,M´-wèèk ǹ-gê íkpá.,M´-wèèk	ǹ-gê	íkpá.,1SG  -want	1SG-  write	letter,I want to write a letter.,,
igt-2206,may,Sely m-me,Sely\tm-me,Sely\t3SG.F.POSS-mother,Sely’s mother,,
igt-2207,may,amah ro-Petrus,amah\tro-Petrus,house\tGEN-Petrus,Petrus’ house,,
igt-2208,swa,[Ku-u-imba kw a Peter u le w imbo w a mapenzi] ku li mshangaza mama y a ke.,[Ku-u-imba\tkw\ta\tPeter\tu\tle\tw\timbo\tw\ta\tmapenzi]\tku\tli\tmshangaza\tmama\ty\ta\tke.,an-cl15-cl11-sing\tcl15\tof\tPeter\tcl7\tthat\tcl7\tsong\tcl7\tof\tlove\tcl7\tpast\tastonish\tmother.cl1\tcl1\tof\the,Peter's singing of the love song astonished his mother.,,
igt-2214,myi,Ø –n̩i– n̩awu n̩a-mur̩imur̩i-wunyan- gu -bayi,Ø –n̩i– n̩awu	n̩a-mur̩imur̩i-wunyan- gu -bayi,N.ABS  -name-his	M.NOM-  father’s.father -3PL-GEN-FOC,their paternal grandfather's name,,
igt-2215,myi,n̩a n -yaba ga -ŋa -d̩a n̩ idba,n̩a n -yaba	ga -ŋa -d̩a n̩ idba,M.ACC  -brother	TNS  - 1SG>3SG-  wait,I'm waiting for my brother.,,
igt-2216,goo,Ngab-ja-widda ngamoo-nyali.,Ngab-ja-widda\tngamoo-nyali.,eat-SBJV-(3PL)NOM.ACC\tbefore-REPETITION,They were eating here not long ago (there is evidence…).,,
igt-2217,sap,sɜm bar lăy,sɜm\tbar\tlăy,house\ttwo\thouse.CLASS,two houses,,
igt-2218,sap,bar măy law,bar\tmăy\tlaw,two\tlanguage\tLao,my second language is Lao,,
igt-2219,ytu,uörpe p ki bejd’ie t kelu mu ŋi,uörpe\tp\tki\tbejd’ie\tt\tkelu\tmu\tŋi,child\tpl\tposs\teverywhere\tabl\tcome\tipfv\t3pl,his children came from everywhere,,
igt-2220,ytu,met esˈie tet pulut kele kudede m,met\tesˈie\ttet\tpulut\tkele\tkudede\tm,I\tfather\tyou\thusband\tacc\tkill\t3sg,my father has killed your husband,,
igt-2221,ytu,qodo al’din met jaqa t em,qodo\tal’din\tmet\tjaqa\tt\tem,how\ttowards\tI\tarrive\tfut\t1sg,how shall I go up to him?,,
igt-2222,ytu,met tet ul kudede t,met\ttet\tul\tkudede\tt,I\tyou\tacc\tkill\tfut.1sg,I will kill you,,
igt-2223,bam,fanta bè taa,fanta\tbè\ttaa,Fanta\tipfv\tgo,Fanta will go,,
igt-2224,bam,t a balitigi bè a limèti f e ere,t a balitigi	bè	a limèti	f e ere,table.merchant	ipfv	matches	sell,the table merchant sells matches,,
igt-2225,bam,a bè n a,a	bè	n a,he	ipfv	come,he is coming,,
igt-2226,bam,u b’ an d e ge,u	b’	an	d e ge,they	ipfv	we	teach,they teach us,,
igt-2227,kbw,yə-khɔ́ ge [ kɔ́ yə-dɛ-mɛ wá lɔ],yə-khɔ́\tge\t[\tkɔ́\tyə-dɛ-mɛ\twá\tlɔ],1SG-FUT\tgo.back\t[\twhen\t1SG-NMLZ-do\tcomplete\tDECL],I shall go back when my work is done.,,
igt-2228,kbw,gəli ə-co u ɓaʃɔ́ nu,gəli\tə-co\tu\tɓaʃɔ́\tnu,wind\tNMLZ-cool\tblow\talthough\tPCL,even though there was a cool breeze blowing,,
igt-2229,kbw,"kə-a má -cɛ, ...","kə-a	má -cɛ,	...",1PL-eat	if -3.OBJ	,"if we ate it, ...",,
igt-2230,kbw,nə- ɗé ɔ khalɛ́,nə-\tɗé\tɔ\tkhalɛ́,2SG-\tif\tbe.at\tif,if you stay,,
igt-2232,tur,idim,idim,be.1.SG.PST,'be at',,
igt-2231,tur,-im,-im,-be.1.SG.PRES.,'be at',,
igt-2233,tur,ola ɣ -im,ola ɣ -im,become-1.SG.PRES (=be.FUT),'be at',,
igt-2234,kut,xaǂi-ʔis,xaǂi-ʔis,son-3.POSS,his/her/their son,,
igt-2235,fre,deux cent cinqu ante six,deux\tcent\tcinqu\tante\tsix,two\thundred\tfive\tty\tsix,256,,
igt-2236,mou,má=nya ŋgá,má=nya\tŋgá,1SG=eat\tsomething,I ate something.,,
igt-2237,mou,má ŋgá ɔ̀nya,má\tŋgá\tɔ̀nya,1SG\tsomething\teat,I am/was eating something.,,
igt-2238,mnd,Zh āngs ān shōudǎo-le yi- fēng xìn.,Zh āngs ān	shōudǎo-le	yi- fēng	xìn.,Zhangsan	receive-PERF	one-CLF	letter,Zhangsan received a letter.,,
igt-2249,coo,h e qa´ l qal n qa´łîn kwe tsxū lä e ɛ nätc,h e	qa´ l qal	n	qa´łîn	kwe	tsxū	lä	e ɛ nätc,the	bed	adv	under	ptcl	lie	3sg.poss	mother,his mother was lying under the bed,,
igt-2250,coo,x îloxqai´n la u c e a´lc ît h e mä xä´nîs,x	îloxqai´n	la u	c e a´lc	ît	h e	mä	xä´nîs,erg	medicine.man	3sg	work	trans	the	person	sick,a medicine man worked on the sick man,,
igt-2251,eve,Ulguchen- d’enge bejetken amakan eme-d’e-n.,Ulguchen- d’enge	bejetken	amakan	eme-d’e-n.,tell-PTCP	boy	soon	come-FUT-3SG,The boy who will be able to tell will come soon.,,
igt-2252,eve,Minggi girki-v ilan-duli chas-tuli suru- mechin -in.,Minggi	girki-v	ilan-duli	chas-tuli	suru- mechin -in.,my	friend-1SG.POSS	three-PROL	hour-PROL	go.away-NEC-3SG,My friend must go/leave in three hours.,,
igt-2253,eve,Ga- na -m.,Ga- na -m.,take-POS-1SG,Maybe I take/took recently.,,
igt-2254,eve,Su tar asatkan-me sa:- na -s.,Su	tar	asatkan-me	sa:- na -s.,you	that	girl-ACC.DEF	know-NEC-2PL,You probably know that girl.,,
igt-2255,kab,dyɢ w ase sy-my-ħeulei-ɢa-ret,dyɢ w ase	sy-my-ħeulei-ɢa-ret,yesterday	1SG-NEG-idle?-PERF-OPTI,I wish I would not be idle yesterday,,
igt-2256,kab,uy-re-k’ w e,uy-re-k’ w e,2SG-OPTII-go,May you go,,
igt-2257,nko,wa-kami obu y-aa-tuuriza enjojo,wa-kami\tobu\ty-aa-tuuriza\tenjojo,Mr.-rabbit\twhen\the-TODAY.PST-challenge\telephant,when Brer Rabbit challenged the elephant,,
igt-2239,nep,ama - haru,ama\t-\tharu,mother\t-\tPL,my mother and her people,,
igt-2240,mxc,okò šĩã́ʔũ kũṹ,okò	šĩã́ʔũ	kũṹ,twenty		,35 (i.e. 20 + 15 + 4),,
igt-2241,mxc,uù šíkó ušì,uù\tšíkó\tušì,two\ttwenty\tten,50’ (i.e. 2 x 20 + 10),,
igt-2242,mxc,uù sientó okò,uù\tsientó\tokò,two\thundred\ttwenty,220 (i.e. 2 x 100 + 20),,
igt-2243,lai,a-kal-tsaŋ,a-kal-tsaŋ,3SG.SUBJ-go-PERF,He has gone.,,
igt-2244,wol,sar kelaal re sa tangileng,sar\tkelaal\tre\tsa\ttangileng,those\tchildren\t3pl.S\tasp\tcried,Those children over there cried.,,
igt-2245,che,ki:hli u:-skala achu:ca,ki:hli	u:-skala	achu:ca,dog	3 SG-bite.PUNCT	boy,The/a dog bit the/a boy.,,
igt-2246,tun,lɔ'ta wi-wa'nǎ- n,lɔ'ta\twi-wa'nǎ-\tn,run\t2SG-want-\tq,Do you want to run?,,
igt-2247,bma,ičča u- ryaz aḵsum,ičča	u- ryaz	aḵsum,eat.PERF.3SG.M	subj - man	meat,The man has eaten the meat.,,
igt-2248,tml,naan avane veekamaa ooʈ-a vacceen,naan	avane	veekamaa	ooʈ-a	vacceen,I	he.ACC	quickly	run- PURP	cause.PST.1SG,I made him run quickly.,,
igt-2258,mme,mEj En pis’ma m voz Em em,mEj\tEn\tpis’ma\tm\tvoz\tEm\tem,I\tgen\tletter\tacc\twrite\tan\t1sg.poss,my writing of the letter,,
igt-2259,chk,Mecənkə mət-ra-jalɣət-ɣʔa.,Mecənkə\tmət-ra-jalɣət-ɣʔa.,enough\t1PL-FUT-move.camp.TH,We can move camp.,,
igt-2260,tur,Türk-üm,Türk-üm,Turk-1 SG,I am a Turk.,,
igt-2261,ava,dir ma š ina b-ugo,dir	ma š ina	b-ugo,1 SG.GEN	car	III-be.PRES,I have a car.,,
igt-2262,mau,dja waraŋju ɡiwarargɛn,dja	waraŋju	ɡiwarargɛn,the.cl1	baby	prs.3.cl1 .cry,the baby is crying,,
igt-2263,mau,dja garganj ginima dja garuli,dja	garganj	ginima	dja	garuli,the.cl1	hawk	prs.3cl1>3.cl1 .capture	the.cl1	bird,the hawk captured the bird,,
igt-2264,mau,nuji ganiba anbalaŋali,nuji	ganiba	anbalaŋali,you	here	fut.2sg .stay,you will stay here,,
igt-2265,mau,nuwuri guriwuŋ,nuwuri	guriwuŋ,you	pst2pl>3.cl1 -.kill,you killed him,,
igt-2266,skp,Mat ašša tɛnymy s ak [ţimńa n y ima p qo ptä ty],Mat\tašša\ttɛnymy\ts\tak\t[ţimńa\tn\ty\tima\tp\tqo\tptä\tty],I.nom\tneg\tknow\tpast\t1sg\tbrother\tgen\t1sg.poss\twife\tacc\tfind\tan(nom)\t3sg.poss],’I did not know that my brother had married’ (lit. ’my brother's finding a wife’),,
igt-2267,xoo,|ú tûu à sîi,|ú\ttûu\tà\tsîi,q\tpeople\tTNS\tcome,Did the people come?,,
igt-2268,ain,wan e asikne hotne,wan\te\tasikne\thotne,ten\tthereby\tfive\ttwenty,90 (i.e. ten on the way to five twenties),,
igt-2269,koa,pol ostá:k awáh tóklon,pol\tostá:k\tawáh\ttóklon,ty\tfour\tand\ttwo,42 (i.e. ten x 4 + 2),,
igt-2270,koa,cokpí toccí:nan,cokpí\ttoccí:nan,hundred\tthree,300 (i.e. 100 x 3),,
igt-2271,swa,ʝuma na ɦalima wa na pend ana,ʝuma\tna\tɦalima\twa\tna\tpend\tana,J.\tCOM\tH.\t3PL\tPRES\tlove\tRESP,Juma and Halima love each other,,
igt-2272,kro,(n átàasà àʔàŋ) [t úmúnò kà Sárrà àʔàŋ.],(n\tátàasà\tàʔàŋ)\t[t\túmúnò\tkà\tSárrà\tàʔàŋ.],1/2\twant.impf\tI\tan\thelp.impf\tposs\tSara\tI,’I want that Sara helps me ((lit. ’Sara’s helping me’)),,
igt-2273,apl,aimo tõ t - oyto - se,aimo\ttõ\tt\t-\toyto\t-\tse,boy\tPL\tNF\t-\tgo\t-\tCMPL,The boy and his family went. The boys went.,,
igt-2274,apl,araiba - tõ oeh - nõko m - a nonoaty akoh - xĩpo,araiba - tõ	oeh - nõko	m - a	nonoaty	akoh - xĩpo,Araiba - GRP	come - CONT	3 - be+PRES	tree ark	cut - first,"After cutting the bark, Araiba and family are coming.",,
igt-2275,apl,t - õs - etapa - se toh meku tomo,t\t-\tõs\t-\tetapa\t-\tse\ttoh\tmeku\ttomo,NF\t-\tREFLX\t-\thit\t-\tCMPL\t3PL\tmonkey\tgroup,The monkey group stumbled.,,
igt-2276,apl,papa tõ kV~ - yto - ne parahta zupi - se repe,papa\ttõ\tkV~\t-\tyto\t-\tne\tparahta\tzupi\t-\tse\trepe,father\tgroup\t3\t-\tgo\t-\tDP\trubber\tlook:for\t-\tPURP\tFRUST,Father and group went to look for rubber.,,
igt-2277,apl,"paruru enepy - ase jake tomo, i - py - ty maro","paruru\tenepy\t-\tase\tjake\ttomo,\ti\t-\tpy\t-\tty\tmaro",banana\tbring\t-\tRP\tJake\t3PL\t3\t-\twife\t-\tPOSSN\twith,Jake’s group including his wife brought bananas.,,
igt-2278,apl,"kaikuxi etapa - V~ toto, papa tomo","kaikuxi\tetapa\t-\tV~\ttoto,\tpapa\ttomo",jaguar\tkill\t-\tIP\t3PL\tfather\t3PL,The father and his group killed the jaguar.,,
igt-2279,tab,n=han ak-la,n=han	ak-la,3SG  =go	ALL  -sea,She’s going seawards.,,
igt-2280,tab,n=han ak-la te,n=han	ak-la	te,3SG  =go	ALL  -sea	neg,She’s not going seawards.,,
igt-2281,tur,Ali bun-u unut-amı-yor.,Ali	bun-u	unut-amı-yor.,Ali	this- ACC	forget-cannot- PROG,Ali is unable to forget this.,,
igt-2282,tur,bu gazete-yi,bu	gazete-yi,this	newspaper- ACC,this newspaper,,
igt-2283,heb,dxiyat dan et hahacaa,dxiyat\tdan\tet\thahacaa,reject.an.constr\tDan\tdef.obj\tdef.offer,Dan's rejection of the offer,,
igt-2284,heb,hadxiya šel dan et hahacaa,hadxiya\tšel\tdan\tet\thahacaa,def.reject.an\tof\tDan\tdef.obj\tdef.offer,Dan's rejection of the offer,,
igt-2285,heb,dxiyato šel dan et hahacaa,dxiyato\tšel\tdan\tet\thahacaa,reject.an.constr.his\tof\tDan\tdef.obj\tdef.offer,'Dan's rejection of the offer,,
igt-2286,heb,dxiyat hahacaa al ydey dan,dxiyat	hahacaa	al	ydey	dan,reject.an.constr	def.offer	by		Dan,Dan's rejection of the offer,,
igt-2287,heb,hadxiya šel hahacaa al ydey dan,hadxiya	šel	hahacaa	al	ydey	dan,def.reject.an	of	def.offer	by		Dan,Dan's rejection of the offer,,
igt-2288,heb,dxiyata šel hahacaa al ydey dan,dxiyata	šel	hahacaa	al	ydey	dan,reject.an.constr.her	of	def.offer	by		Dan,'Dan's rejection of the offer,,
igt-2289,tuc,pako kẽra,pako\tkẽra,mother\talso,mother and others with her,,
igt-2290,tuc,paákãharã kẽ’ra,paákãharã\tkẽ’ra,nephew\talso,nephews,,
igt-2291,tuc,Peduru - kẽra,Peduru\t-\tkẽra,Pedro\t-\talso,also Pedro,,
igt-2292,lak,na,na,1sg,I,,
igt-2293,lak,zu,zu,1pl,we,,
igt-2294,chk,ʔaaček-a kimitʔ-ən ne-nlʔetet-ən,ʔaaček-a\tkimitʔ-ən\tne-nlʔetet-ən,youth-ERG\tload-ABS\t3PL.SUBJ-carry-AOR.3SG.OBJ,‘The young men carried away the/a load.’ (trans),,
igt-2295,chk,ʔaaček-ət ine-nlʔetet-gʔe-t kimitʔ-e,ʔaaček-ət\tine-nlʔetet-gʔe-t\tkimitʔ-e,youth-ABS\tANTIP-carry-AOR.3SG.SUBJ-PL\tload-INSTR,‘The young men carried away the/a load.’ (anti),,
igt-2296,swe,Pelle-äpple,Pelle-äpple,Pelle-apple,Pelle's apple,,
igt-2297,swe,rö-äpple,rö-äpple,red-apple,red apple,,
igt-2298,ndy,a boto e go a opo,a\tboto\te\tgo\ta\topo,the.sg\tboat\tprg\tgo\tloc\tupriver,the boat is going upriver,,
igt-2299,ndy,da buliki á be e ali wagi,da\tbuliki\tá\tbe\te\tali\twagi,then\tdonkey\tneg\tant\tprg\tpull\tvehicle,then the donkey wasn’t pulling the waggon,,
igt-2300,ndy,en e kon,en\te\tkon,he\tprg\tcome,he is coming,,
igt-2301,ndy,mi fende en libilibi,mi\tfende\ten\tlibilibi,I\tfind\ther\talive,I found her alive,,
igt-2343,luv,li kombakaji na ma kulukaji a tanu na ma kumi na-limwe,li\tkombakaji\tna\tma\tkulukaji\ta\ttanu\tna\tma\tkumi\tna-limwe,sg\tthousand\tand\tpl\thundred\tagmt\tfive\tand\tpl\tten\tand-agmt-one,1560 (i.e. 1000 + 100 x 5 + 10 x (5 + 1)),,
igt-2344,fij,e sega [ni la’o o Jone],e\tsega\t[ni\tla’o\to\tJone],3SG\tneg\tCOMP\tgo\tART\tJohn,John is not going. (literally: ‘That John is going is not the case.’),,
igt-2302,eve,-m,-m,1 SG,I,,
igt-2303,eve,-v,-v,1 PL .EXCL,we (exclusive),,
igt-2304,eve,-p,-p,1 PL .INCL,we (inclusive),,
igt-2305,aco,s'adyúm'ə gâam'a,s'adyúm'ə	gâam'a,1SG. brother	3SG. house,‘my brother's house’ (lit. ‘my-brother his-house’),,
igt-2306,wrn,ng-baba,ng-baba,1-father,"my father’, ‘our father",,
igt-2307,wrn,wu-radburru ngini,wu-radburru	ngini,NCM  -country	1SG.GEN,my country,,
igt-2308,cea,nitayamih ito nān,nitayamih\tito\tnān,speak\tRESP\t1PL,we speak to each other,,
igt-2309,geo,vaxt̩̩’ang i ekim i iqo,vaxt̩̩’ang\ti\tekim\ti\tiqo,Vakhtang\tpat\tdoctor\tpat\tbe.aor.3sg,Vakhtang was a doctor,,
igt-2310,geo,nino m daamtknara,nino\tm\tdaamtknara,Nino\tagt\tyawn.aor.3sg,Nino yawned,,
igt-2311,geo,nino m ačvena surat eb i gia s,nino\tm\tačvena\tsurat\teb\ti\tgia\ts,Nino\tagt\tshow.aor.3sg>3sg>3sg\tpicture\tpl\tpat\tGia\tdat,Nino showed the pictures to Gia,,
igt-2312,geo,me čamovedi uk’re otxšabat s,me\tčamovedi\tuk’re\totxšabat\ts,I\tarrive.aor.sg1\talready\tWednesday\tdat,I already arrived on Wednesday,,
igt-2313,geo,šen damxat’e me,šen\tdamxat’e\tme,you\tpaint.aor.2sg>1sg\tI,you painted me,,
igt-2314,rap,epae hanere eva'u 'ahuru ma toru,epae\thanere\teva'u\t'ahuru\tma\ttoru,five\thundred\teight\tten\tand\tthree,583 (i.e. 5 x 100 + 8 x 10 + 3),,
igt-2315,war,mao na 'orowao',mao\tna\t'orowao',go.sg\treal.3sg\t'Orowao','Orowao' went,,
igt-2316,war,to' non 'awo' 'orowao',to'\tnon\t'awo'\t'orowao',hit\treal.3sg>3sg.m\t'Awo'\t'Orowao','Arowao' hit 'Awo',,
igt-2317,tuk,no -baiara-'e,no\t-baiara-'e,3.subj.realis\t-pay-3.OBJ,She has paid it.,,
igt-2318,tuk,na -baiara-'e,na\t-baiara-'e,3.subj.irrealis\t-pay-3.OBJ,She is going to pay it.,,
igt-2319,krk,ʔaxak itráhyar,ʔaxak\titráhyar,two\tten,20 (i.e. 2 x 10),,
igt-2320,krk,ʔitahara ppáčišriha,ʔitahara\tppáčišriha,ten\thundred,thousand (i.e. 10 x 100),,
igt-2321,doy,i³s- c²³,i³s- c²³,goat-that,that goat,,
igt-2322,doy,wa²lɛ³ sɛ¹rɛ³ rɔ⁴bɛ¹ gbɔ¹lɛ³ ee¹rɛ¹ wɔ¹rɔ¹,wa²lɛ³\tsɛ¹rɛ³\trɔ⁴bɛ¹\tgbɔ¹lɛ³\tee¹rɛ¹\twɔ¹rɔ¹,man.PL\tyoung\tforeign\tbig\ttwo\tthose,those two big young aliens,,
igt-2323,pso,mà t̋a ʔoqa c̋i-qa-hine,mà	t̋a	ʔoqa	c̋i-qa-hine,			do-?-OPT.IPF,I wish you would do it,,
igt-2324,pso,mà́ laq́ ʔoqa c̋i-qa-ya-y,mà́	laq́	ʔoqa	c̋i-qa-ya-y,			do-?-?-OPT.PF,I wish you had done it,,
igt-2325,otm,Bi hyɛ̌ní sɛ̌hɛ̌.,Bi\thyɛ̌ní\tsɛ̌hɛ̌.,3.PST\tcut\tINTF/REFL,He cut himself.,,
igt-2326,knd,iddiini,iddiini,be at.1.SG.PRES,'be at',,
igt-2327,knd,idde,idde,be at.1.SG.PST,'be at',,
igt-2328,knd,iruttēne (irruttīni),iruttēne\t(irruttīni),be\tat.1.SG.FUT,'be at',,
igt-2329,hzb,də,də,1sg,I,,
igt-2330,hzb,ile,ile,1pl,we,,
igt-2331,noc,nga-ma ate he(i)tho-ang,nga-ma	ate	he(i)tho-ang,I- ERG	he.ACC	teach- 1SG  .A,I will teach him.,,
igt-2332,noc,ate-ma nga-nang he(i)tho-h-ang,ate-ma	nga-nang	he(i)tho-h-ang,he- ERG	I- ACC	teach- INV-1SG.P,He will teach me.,,
igt-2371,bsq,Mikel ek ama ri diru a ema te a,Mikel\tek\tama\tri\tdiru\ta\tema\tte\ta,Mikel\t(sg)erg\tmother\t(sg)dat\tmoney\t(sg)abs\tgive\tan\t(sg)abs,Mikel's giving the money to mother ...,,
igt-2333,prh,hi gáí-sai [xahóápátí ti xi aagá-hóág-a],hi	gáí-sai	[xahóápátí	ti	xi	aagá-hóág-a],3	say- NMLZ	Xahoapati	1	hunger	have -INGR-REMOTE,"‘Xahhoapati said, “I am hungry.” ’/ ‘Xahhoapati said that I am hungry.’",,
igt-2334,tur,[Ankara-ya git-mek] ist-iyor-um.,[Ankara-ya	git-mek]	ist-iyor-um.,Ankara- ALL	go- INF	want- IMPF-1SG,I want to go to Ankara.,,
igt-2335,aeg,ana geet,ana\tgeet,I\tcome.PFV.1.SG,come,,
igt-2336,aeg,ana aagi,ana\taagi,I\tcome.IMPF.1.SG,come,,
igt-2337,aeg,taʕaali,taʕaali,come.IMP.F.SG,come,,
igt-2338,aeg,taʕaalu,taʕaalu,come.IMP.PL,come,,
igt-2339,tgr,walat farʕon,walat\tfarʕon,daughter\tPharaoh,the daughter of the Pharaoh,,
igt-2340,orh,d’ibba lamaa(-f) shan támí takko,d’ibba\tlamaa(-f)\tshan\ttámí\ttakko,hundred\ttwo(-and)\tfive\tten\tone,251 (i.e. 100 x 2 + 5 x 10 + 1),,
igt-2341,pol,intensywne deszcze zniszczyły żniwa,intensywne\tdeszcze\tzniszczyły\tżniwa,intensive\train\tdestroyed\tharvest,Intensive rain destroyed the harvest.,,
igt-2342,pol,żniwa zostały zniszczone (przez intensywne descze),żniwa\tzostały\tzniszczone\t(przez\tintensywne\tdescze),harvest\tremained\tdestroyed\tby\tintensive\train,The harvest was destroyed by intensive rain.,,
igt-2345,mac,man,man,be.3.SG.PRES,'be',,
igt-2346,mac,wanî,wanî,be.3.SG.NON.PRES1,'be',,
igt-2347,otm,hñu ʔráte ma ʔrɛ́tʔa ma gohó,hñu\tʔráte\tma\tʔrɛ́tʔa\tma\tgohó,three\ttwenty\tplus\tten\tplus\tfour,74 (i.e. 3 x 20 + 10 + 4),,
igt-2348,otm,gohó nɵebé nĕ ʔrɛ́tʔa ma ʔră,gohó\tnɵebé\tnĕ\tʔrɛ́tʔa\tma\tʔră,four\thundred\tand\tten\tplus\tone,411 (i.e. 4 x 100 + 10 + 1),,
igt-2349,mal,telo amby efapolo,telo\tamby\tefapolo,three\tremainder\tfour-ten,34 (i.e. three + 4 x 10),,
igt-2350,mal,roan jato,roan\tjato,two\thundred,200 (i.e. 2 x 100),,
igt-2351,mxc,ni na ičì saʔma=ró,ni\tna\tičì\tsaʔma=ró,pfv\trep\tbe.dry\tclothes=2,your clothes have dried,,
igt-2352,mxc,íkú ni xã ́ ã ́ maría ndoʔò,íkú	ni	xã ́ ã ́	maría	ndoʔò,yesterday	pfv	buy	María	basket,yesterday María bought a basket,,
igt-2353,mxc,rùʔù kúʔu,rùʔù\tkúʔu,I\tbe.sick,I am sick,,
igt-2354,mxc,rùʔù ni žee,rùʔù\tni\tžee,I\tpfv\teat,I ate it,,
igt-2355,mxc,kĩ ́ ʔĩ číndé=ri róʔó,kĩ ́ ʔĩ	číndé=ri	róʔó,go	help=1	you,I’m going to help you,,
igt-2356,rap,Aririma matou i turu ai ki tai ko kuá Nua,Aririma\tmatou\ti\tturu\tai\tki\ttai\tko\tkuá\tNua,five.COLL\t1P\tPA\tgo.down\tPHO\tDAT\tshore\tFOC\tPSG\tNua,"Five of us went down to the shore, including Nua and her lot.",,
igt-2357,mnd,Wǒ yào hóng de.,Wǒ\tyào\thóng\tde.,1SG\twant\tred\tASSOC,I want the red one.,,
igt-2358,ame,Ija nu-ec nu ihoc.,Ija\tnu-ec\tnu\tihoc.,I\tgo-INF\tfor\table,I am able to go.,,
igt-2359,kyl,na nʌ je ʌ́ ŋɛ̄ chʌ sō swá,na\tnʌ\tje\tʌ́\tŋɛ̄\tchʌ\tsō\tswá,year\ttwo\thundred\t?\tfive\tten\tthree\tdouble,256 (i.e. 2 x 100 + 5 x 10 + 2 x 3) years,,
igt-2360,jaq,ut-nuri-t”a,ut-nuri-t”a,house-within-from,from within the house,,
